Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
BECE3,"9,10","-3,42","8,72","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
BECE4,"8,75","-3,29","8,38","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-255,20%","0,00","96.496.000,00","0,00","12,81%"
CEED3,"44,20","-3,25","-0,98","0,655","0,00%","0,464","4,66","-15,53","-0,45","-24,48","97,20","-4,22%","-20,14%","1,29","-4,23%","30,24%","2.839,22","-3.067.670.000,00","-1,02","41,47%"
AHEB5,"22,00","-3,11","-3,91","0,984","0,00%","0,667","-2,69","-4,73","-0,70","-4,56","-5,72","-20,80%","-31,68%","0,47","-14,96%","125,95%","0,00","-48.063.000,00","0,00","33,10%"
PNOR6,"1,87","-2,90","0,55","0,354","0,00%","0,205","0,70","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,50","3,61%","-18,84%","0,00","158.071.000,00","0,42","1,34%"
PNOR5,"1,87","-2,90","0,55","0,354","0,00%","0,205","0,70","8,52","-2,32","4,57","4,57","4,15%","-11,74%","2,50","3,61%","-18,84%","0,00","158.071.000,00","0,42","1,34%"
STRP4,"0,21","-2,85","-0,43","0,416","0,00%","0,111","-0,18","-0,45","-0,09","-1,15","-1,15","-91,82%","-14,58%","0,13","-25,49%","14,95%","0,00","-12.498.000,00","-0,66","-36,39%"
BLUT3,"1,22","-2,82","0,42","0,000","0,00%","0,129","-1,02","-15,14","-0,19","-19,19","-19,19","0,00%","0,00%","0,00","-0,86%","-14,79%","307.982,00","58.673.000,00","0,11","0,00%"
ESTR4,"67,18","-2,81","-0,11","0,306","0,00%","0,198","-0,11","2,27","-0,09","5,77","5,29","13,52%","-10,91%","0,23","9,42%","3,83%","0,00","-505.460.000,00","-0,17","1,94%"
LIXC3,"1,75","-2,62","1,52","395,995","0,00%","0,069","0,28","-4,21","3,84","-6,37","-6,68","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
BICB4,"8,25","-2,43","2,21","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,00%","0,00","944.626.000,00","0,00","-31,19%"
BICB3,"8,00","-2,35","2,14","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,00%","0,00","944.626.000,00","0,00","-31,19%"
KROT11,"40,00","-2,34","0,85","2,498","0,00%","0,371","3,90","-49,30","-1,46","-77,11","30,10","-5,07%","-107,15%","1,54","-0,87%","-36,08%","0,00","12.679.000.000,00","0,73","-5,62%"
CRDE3,"16,65","-2,26","0,39","19,444","0,00%","0,351","2,89","-4,22","4,30","-2,59","-2,60","-460,70%","-860,99%","2,79","-9,77%","-17,44%","5.816,93","102.494.000,00","0,00","-28,36%"
ARLA4,"3,38","-2,21","-0,62","2,137","0,00%","0,442","-0,31","-6,74","-0,29","-17,87","-17,87","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
LIXC4,"1,45","-2,17","1,26","328,110","0,00%","0,057","0,23","-3,49","3,18","-5,65","-5,92","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
MMXM3,"14,00","-2,17","-0,11","0,000","0,00%","0,710","-0,10","4,70","-0,09","18,64","18,64","0,00%","0,00%","0,01","25,93%","4,97%","0,00","-842.661.000,00","-0,32","-28,51%"
OGXP3,"1,63","-2,15","-0,98","0,000","0,00%","0,925","0,00","-16,46","0,00","-16,46","-16,46","0,00%","0,00%","0,00","0,00%","45,53%","0,00","-53.901.000,00","0,00","0,00%"
KROT4,"5,12","-2,10","0,76","2,238","0,00%","0,332","3,50","-44,18","-1,31","-71,98","28,10","-5,07%","-107,15%","1,54","-0,87%","-36,08%","0,00","12.679.000.000,00","0,73","-5,62%"
SHOW3,"3,10","-2,08","1,36","17,472","0,00%","0,420","2,20","-3,89","-4,89","-2,67","-3,10","-449,62%","-848,46%","1,46","-20,52%","-65,32%","1.956.320,00","153.907.000,00","0,88","-60,56%"
VTLM3,"0,79","-2,07","-0,65","390,404","0,00%","53,237","-0,72","-2,88","-0,64","-2,88","-2,94","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","0,00","-19.776.000,00","0,00","43,48%"
SGPS3,"4,80","-2,03","0,23","0,133","0,00%","0,074","0,60","1,94","-0,33","7,79","4,32","6,87%","-6,58%","1,36","4,50%","-11,57%","285.350,00","1.022.990.000,00","0,96","-8,56%"
ARCZ3,"3,66","-1,88","1,95","1,096","0,00%","0,369","1,53","9,50","-0,84","28,18","28,18","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
ARCZ6,"3,63","-1,86","1,94","1,087","0,00%","0,366","1,52","9,42","-0,84","28,10","28,10","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
CTNM4,"3,50","-1,83","0,13","0,046","0,00%","0,025","0,37","0,53","-0,10","6,43","4,12","8,62%","-4,23%","1,19","5,43%","-7,26%","84.235,60","806.232.000,00","1,85","-5,64%"
OIBR4,"1,35","-1,81","8,40","4,451","0,00%","0,118","0,39","-2,55","-0,32","-10,60","-27,44","-174,48%","-245,43%","1,97","-5,08%","-462,73%","2.517.560,00","1.061.810.000,00","29,52","-40,34%"
AZUL4,"21,83","-1,79","-0,41","0,757","0,00%","0,408","-1,29","6,88","-0,24","26,77","11,12","11,01%","-42,23%","0,50","8,02%","22,98%","216.488.000,00","-18.333.000.000,00","-1,36","0,29%"
